Abundances (Grouped): Total Proteins,Abundances (Grouped): No Wash,"Abundances (Normalized): F1: Sample, Total Proteins, Total1, 1","Abundances (Normalized): F2: Sample, Total Proteins, Total1, 2","Abundances (Normalized): F7: Sample, No Wash, MF1, 1","Abundances (Normalized): F8: Sample, No Wash, MF1, 2","Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
180.8,19.2,5787998.35,7733367.27,731664.2449,687162.5938,2107771.016,3667332.031,689190.1719,687162.5938
189.6,10.4,2705114.3,3721292.538,,174655.5781,985100.75,1764718.375,,174655.5781
2.6,197.4,34940.03463,40542.90713,2639033.694,3011660.063,12723.84473,19226.33398,2485834.313,3011660.063
155.1,44.9,5212884.264,5721104.015,1563124.415,1598134.813,1898336.125,2713072.75,1472382.984,1598134.813
133.8,66.2,34112064.67,37304228.46,18705634.91,16633417.61,12422329.25,17690481.67,17619748.17,16633417.61
64.2,135.8,1040455.615,789583.7035,1799464.271,2044321.188,378894.75,374437.875,1695003,2044321.188
185.1,14.9,4175086.118,4143073.997,,334020.5,1520409.125,1964736.375,,334020.5
175.3,24.7,3151663.086,2366887.795,406858.7487,364358.0313,1147717,1122430,383240.0625,364358.0313
25.2,174.8,309822.5251,308410.6772,2175449.191,2113993.25,112825.6953,146255.0938,2049161.5,2113993.25
170.8,29.2,2373902.298,2715835.206,440398.8588,427868.4063,864485.8125,1287908.5,414833.125,427868.4063
41.2,158.8,4198631.968,3773447.415,15285904.91,15392364.94,1528983.637,1789451.359,14398538,15392364.94
183,17,54482019.47,54063693.33,5510020.477,4640414.992,19840299.63,25638186.75,5190156.531,4640414.992
189.9,10.1,601456.0897,1065620.295,52897.49172,34081.79297,219027.6563,505340.4688,49826.72266,34081.79297
44,156,162789815.5,170194280.7,585979836,593711874.5,59281919.92,80709853.2,551962934.8,593711874.5
158.2,41.8,24363331.26,31025587.38,7170466.053,7359722.148,8872207.689,14713012.64,6754211.055,7359722.148
161.2,38.8,,1370807.666,245851.8519,441959.1563,,650067,231579.8281,441959.1563
181,19,40525053.13,32933909.42,3887144.749,3800332.37,14757698.13,15617980.72,3661490.877,3800332.37
76.2,123.8,8105239.631,8111434.85,11802693.73,14684165.73,2951623.02,3846619.953,11117531.81,14684165.73
55.1,144.9,8751608.897,7543663.04,21510136.17,21225414.94,3187006.363,3577370.133,20261444.44,21225414.94
41.7,158.3,1890479.064,1466610.504,4664539.207,8553398.188,688441.2773,695498.8027,4393756.563,8553398.188
131.8,68.2,1207838.983,1416097.251,726912.9411,629049.0625,439849.4688,671544.3125,684714.6875,629049.0625
116.3,83.7,804686.108,984295.3638,622001.374,659910.875,293036.375,466774.4063,585893.375,659910.875
137.1,62.9,5137089.084,5258106.617,2452598.843,2315705.5,1870734.375,2493509.25,2310222.25,2315705.5
92.1,107.9,6674843.172,6689666.962,7932058.041,7735052.375,2430726.5,3172386.5,7471591.625,7735052.375
149,51,156000252.2,155028210.3,58003339.01,48762972.29,56809416.68,73517770.68,54636168.79,48762972.29
161.9,38.1,13028935.14,13991040.19,3420433.083,2948585.938,4744647.492,6634857.5,3221872.438,2948585.938
114.1,85.9,18804730.64,17039732.76,13225154.14,13712373.32,6847974.688,8080614.25,12457416.52,13712373.32
36,164,7783354.587,8191383.942,34665115.82,38075636.59,2834404.609,3884533.563,32652760.19,38075636.59
,200,,,3869615.262,4490720.25,,,3644979,4490720.25
76.9,123.1,437259733.8,432188399.2,703354500.3,689378820.9,159233527.3,204953198.8,662523845.2,689378820.9
36,164,1070078025,1131453656,5134674211,4888259184,389682116,536560089.6,4836599610,4888259184
68.3,131.7,10160476.82,14694951.58,21364031.28,25931535.13,3700063,6968667.688,20123821.13,25931535.13
86.7,113.3,1141294362,1255424748,1459258613,1674861340,415616424.1,595349894.7,1374546729,1674861340
95.6,104.4,32638664.61,30429663.12,32511804.56,36498640.19,11885772.44,14430412.31,30624451.48,36498640.19
103.7,96.3,3342757.483,3706884.627,3154041.647,3392138.875,1217306.383,1757885.828,2970945.375,3392138.875
155.2,44.8,8079989.634,8276812.57,1997493.703,2793524.125,2942427.922,3925045.688,1881536.563,2793524.125
184.5,15.5,10622641.96,9673728.992,1374629.998,529096.4629,3868366.141,4587494.031,1294830.916,529096.4629
185.7,14.3,794038.6416,651541.1904,48111.86328,63592.19922,289158.9688,308975.0938,45318.90625,63592.19922
182.2,17.8,3214773.332,2920028.385,,300127.5313,1170699.375,1384741.375,,300127.5313
200,,3808868.608,3789802.134,,,1387046.5,1797207.125,,
141.6,58.4,17858661.84,15560372.93,6620928.76,7135937.938,6503452.063,7379069.438,6236575.125,7135937.938
76.4,123.6,4128747.581,2366226.712,5160316.149,4962034,1503534.375,1122116.5,4860753,4962034
158.5,41.5,58251270.7,56221060.67,15198430.65,14775836.86,21212918.97,26661257.56,14316141.73,14775836.86
5.9,194.1,155323.1238,81545.08635,3512559.718,3864452.25,56562.83203,38670.46484,3308651,3864452.25
134.7,65.3,769855745.6,807255665.2,391691012.5,372883194.3,280352468.8,382818306.1,368952833.4,372883194.3
147.4,52.6,11892966.86,10235512.89,4066838.586,3814411.188,4330970.625,4853904.25,3830753.25,3814411.188
92.4,107.6,161649496.3,152828136.9,178739556.9,187771718.4,58866658.62,72474447.69,168363490.2,187771718.4
,200,,,263509.6112,199711.0625,,,248212.5313,199711.0625
128.2,71.8,55750457.87,51496354.38,28022530.56,32150028.98,20302217.12,24420698.42,26395785.75,32150028.98
130.6,69.4,73770232.72,65020618.61,36511014.34,37033734.06,26864340.47,30834200.55,34391501.88,37033734.06
167.3,32.7,7405596.251,1643608.496,681553.7158,,2696839.25,779435.125,641988.625,
85.9,114.1,3964058.667,3282473.96,4296569.785,5340446.031,1443560.875,1556621,4047148.25,5340446.031
31.9,168.1,575369.5526,349185.9592,2412860.744,2312818.75,209527.9219,165591.625,2272791,2312818.75
30.8,169.2,166599.5272,137497.7721,915821.7858,752757.125,60669.27344,65204.45313,862657.125,752757.125
183.4,16.6,82627656.14,89393174.17,8019962.285,7508624.395,30089880.5,42392199.88,7554392.912,7508624.395
20.9,179.1,289528.3694,322667.5515,2446757.296,2790883.75,105435.3281,153016.0156,2304719.813,2790883.75
187.6,12.4,78966111.59,66587306.92,3830654.989,6029702.336,28756483.88,31577158.44,3608280.422,6029702.336
,200,,,1065214.346,1184665.125,,,1003377.25,1184665.125
114.1,85.9,5976218.043,5675382.274,4666923.825,4117937.281,2176313.539,2691390.5,4396002.75,4117937.281
48.6,151.4,163121.8435,223070.9619,597179.759,590598.5,59402.83203,105785.1328,562512.6875,590598.5
,200,,,1446969.352,1392558.125,,,1362970.875,1392558.125
183.1,16.9,4659872.314,9816416.087,765133.5742,506536.0625,1696950,4655159.375,720716.5625,506536.0625
38.3,161.7,3372877.271,3607536.849,15178425.73,14267540,1228274.875,1710772.938,14297298.13,14267540
,,,,,,,,,
103.8,96.2,1704349.26,2106445.763,1636483.524,1887933.25,620659.8125,998922.6875,1541483.5,1887933.25
82.8,117.2,7813297.293,8225140.292,10831572.39,11889656.63,2845308.615,3900541.563,10202785.34,11889656.63
,200,,,522771.6782,528719.125,,,492424.0938,528719.125
131.2,68.8,58773981.73,60693558.81,29072393.77,33798526.89,21403270.64,28782214.08,27384703.02,33798526.89
39.2,160.8,8500510.836,5214173.992,26921561.14,27649810.5,3095565.906,2472675.438,25358729.06,27649810.5
75.9,124.1,1085937.992,4931536.654,3710892.709,3860495.156,395457.7188,2338642.625,3495470.5,3860495.156
151.3,48.7,25072500.62,25579411.8,7802560.676,8501891.313,9130460.461,12130316.97,7349611.752,8501891.313
133.1,66.9,3495348.406,2498123.302,1608173.982,1370450.042,1272874.25,1184664.75,1514817.364,1370450.042
193.3,6.7,41768903.79,43835696.71,1422179.685,1548303.828,15210661.69,20787846.88,1339620.281,1548303.828
153.9,46.1,7796400.151,8202946.172,2504487.659,2287031.25,2839155.313,3890016.625,2359098.852,2287031.25
173.5,26.5,13507459.22,14427873.41,2035021.946,2237086.547,4918907.938,6842013.375,1916886.242,2237086.547
112.4,87.6,9654846.938,12549483.5,8745182.907,8398559.047,3515931.641,5951239.766,8237513.521,8398559.047
118.6,81.4,,5116995.986,3511348.2,3515952.375,,2426591.5,3307509.813,3515952.375
161.4,38.6,1297392.965,1461125.618,302022.9553,358503.75,472461.6563,692897.75,284490.125,358503.75
158.5,41.5,49661384.37,49465608.18,12100041.07,13946859.25,18084805.88,23457674.13,11397617.75,13946859.25
104.6,95.4,91033758.44,105119286.5,85906920.25,92833744.25,33151066.38,49849866.54,80919910.39,92833744.25
156.7,43.3,203296613.3,195760423.2,55434129.22,54686615.18,74032970.16,92833877.58,52216105.01,54686615.18
100.8,99.2,5633771.074,4819651.385,5632591.545,4670141,2051607.25,2285584.182,5305612.188,4670141
63.3,136.7,16813270.25,15490005.03,34812950.9,34950180,6122759.814,7345699.438,32792013.25,34950180
129.4,70.6,10501056.38,10294167.39,5136437.99,6253533,3824089.25,4881719.5,4838261,6253533
179.3,20.7,25833699.7,24435598.15,3100162.119,2718573,9407660.5,11587895.5,2920193.625,2718573
162.9,37.1,1949085766,1906246759,424632812.8,453899967.9,709783630.8,903983937.8,399982318.7,453899967.9
199.4,0.6,35759845.24,35389000.45,36546.75524,271190.0723,13022388.88,16782238.63,34425.16797,271190.0723
153.6,46.4,10212575.15,14918038.2,3926093.691,3542388.75,3719035.25,7074460.25,3698178.781,3542388.75
,200,,,2740428.217,3152950.75,,,2581342.75,3152950.75
131.8,68.2,9724576.314,10341676.56,4777457.978,5643459.625,3541324.453,4904249.391,4500120.25,5643459.625
58.9,141.1,5126198.165,5531752.549,12867083.2,12660231.25,1866768.313,2623278.141,12120132.08,12660231.25
158,42,24607019.28,25422587.33,6588308.485,6716370.5,8960949.688,12055947.38,6205848.5,6716370.5
175.4,24.6,11959475.66,10989904.47,1975356.881,1311448.125,4355190.625,5211653.25,1860684.813,1311448.125
11.9,188.1,335318.6233,322445.1704,4400638.485,6102314.375,122110.4141,152910.5576,4145175.625,6102314.375
,200,,,2918449.327,3211597.75,,,2749029.5,3211597.75
142.3,57.7,2520874.353,3088240.78,,1130534.375,918007.5,1464511.375,,1130534.375
40.8,159.2,7217342.082,9207212.986,30456725.13,33168170.88,2628284.172,4366261.93,28688672.13,33168170.88
200,,1409832.516,509741.0416,,,513407.9063,241730.3594,,
107.6,92.4,1361347918,1403599013,1188353444,1187420005,495751641.5,665617374.8,1119367961,1187420005
134.4,65.6,403295504.3,434544558.1,207244064.2,201072608.4,146865034,206070541,195213273.4,201072608.4
111.9,88.1,251324490.5,249797839.6,195448674.3,199349115.8,91522914.22,118459603.2,184102621.4,199349115.8
164.4,35.6,451504149.6,495760992.3,105269706.2,99753307.18,164420807.1,235100714,99158661.14,99753307.18
1.6,198.4,,35201.86752,4052196.865,4872428,,16693.49609,3816961.5,4872428
107.8,92.2,15766584.92,18293406.84,16278499.33,12966992.63,5741596.438,8675133.938,15333511,12966992.63
49.6,150.4,164627.1496,254678.2651,566953.8306,680074.2031,59951.00781,120774.0078,534041.4141,680074.2031
,200,,,3687971.344,3877935.75,,,3473879.75,3877935.75
61.9,138.1,65373800.75,62309154.88,136230494.1,148875525.5,23806676.17,29548365.1,128322134.5,148875525.5
188,12,3013816.253,3305738.649,,202069.0625,1097518.375,1567653.625,,202069.0625
92.6,107.4,70474137.45,68572262.05,81737979.12,79431387.5,25664026.71,32518467.61,76992981.78,79431387.5
,,,,,,,,,
,200,,,,496750.8125,,,,496750.8125
34.7,165.3,34795155.44,24791633.41,134921567.7,144704492.4,12671085.18,11756735.21,127089193,144704492.4
69.5,130.5,54663671.07,55584837.33,101513624.6,105657596.4,19906450.3,26359546.53,95620625.03,105657596.4
108.9,91.1,27272685.01,22146497.61,20870735.15,20232177.47,9931684.756,10502353.92,19659161.49,20232177.47
200,,5837869.438,5784011.802,,,2125932.188,2742905,,
,200,,,5120777.968,6363425.063,,,4823510.063,6363425.063
189.7,10.3,323350349.5,327421424.9,17281233.08,17941335.55,117752019.5,155270406.4,16278034.74,17941335.55
154.2,45.8,1348003.978,1777796.867,489027.4368,433281,490892.2813,843070.1875,460638.75,433281
49,151,9252095.257,8841299.637,27098264.76,28636987.89,3369264.646,4192737.811,25525174.8,28636987.89
30.6,169.4,350157.7084,291474.2818,1749774.993,1784081.375,127514.25,138223.4844,1648198.25,1784081.375
188.4,11.6,20957983.4,19603448.78,1112311.657,1412977,7632108.25,9296384.5,1047740.5,1412977
169.3,30.7,6736763.788,13560357.17,1766320.746,1695587.125,2453275.656,6430618.188,1663783.5,1695587.125
191.4,8.6,74781127.93,77794460.56,2901541.19,4016882.016,27232470.44,36891836,2733102.902,4016882.016
145.6,54.4,4367442.209,3403292.732,1321129.453,1568277.813,1590457.969,1613915.906,1244436.148,1568277.813
175.6,24.4,770541367.4,710393036.8,101130100.8,104809263,280602146.4,336883927.5,95259365.28,104809263
182.9,17.1,693742713.2,668187971,60974724.74,66479637.83,252634968.9,316869361.5,57435061.67,66479637.83
,,,,,,,,,
44.9,155.1,134266.0765,238324.0076,633453.7627,601917.4375,48894.64844,113018.4609,596680.9375,601917.4375
191.9,8.1,1495567.031,2642427.059,84672.18332,82464.08594,544629.1875,1253096.75,79756.85156,82464.08594
150.5,49.5,5990110.07,9363586.366,3139631.626,1931256.563,2181372.492,4440417.609,2957371.875,1931256.563
141.9,58.1,176922887.5,181129216.9,73682055.43,72873905.41,64428652.48,85895439.29,69404715.07,72873905.41
21.6,178.4,1389343.755,2148793.942,14030585.2,14493199.63,505946.6709,1019005.121,13216091.25,14493199.63
25.1,174.9,122276.2422,139035.3237,886301.2353,927972.0625,44528.40234,65933.59375,834850.2813,927972.0625
,200,,,6292917.658,7127069.875,,,5927605.5,7127069.875
27.7,172.3,103606.7376,102428.902,1220535.34,336067.9375,37729.67188,48574.02734,1149681.656,336067.9375
71.5,128.5,3006591.85,3805384.692,5834019.716,6347298.438,1094887.52,1804596.715,5495347.188,6347298.438
147,53,334283921.1,347259366.3,125646509,119983499.7,121733614.5,164677992.5,118352563.7,119983499.7
156.8,43.2,21827211.12,27541216.61,6993773.431,6534995.078,7948648.25,13060647.75,6587775.672,6534995.078
200,,5525665.098,5573431.054,,,2012239.125,2643043,,
,200,,,3530173.502,3399717.844,,,3325242.281,3399717.844
,200,,,1606442.477,1414975.5,,,1513186.375,1414975.5
,200,,,,639143.875,,,,639143.875
181.7,18.3,52351444.13,48456159.44,5167871.613,5002408,19064424.33,22978971.44,4867869.859,5002408
181.3,18.7,26376064.48,21993119.29,2458683.213,2517784.148,9605169.328,10429618.56,2315953.414,2517784.148
85,115,79919893.32,89919977.92,114760379.6,114497001.2,29103815.26,42642021.74,108098388.4,114497001.2
168.9,31.1,269605.3137,293687.4468,41372.92464,64806.01172,98180.10156,139273.0156,38971.17188,64806.01172
166.9,33.1,182966506.7,192068116.6,37079047.94,37383595.8,66629510.97,91082904.97,34926560.38,37383595.8
136.2,63.8,18291389.35,16388009.89,7668690.987,8563999.25,6661035.125,7771553,7223513.375,8563999.25
153.4,46.6,47014753.39,62296859.02,16457685.31,16414679.81,17121002.55,29542534.13,15502295,16414679.81
137.4,62.6,64235846.6,67600675.83,29017904.78,31070024.57,23392276.13,32057720.16,27333377.19,31070024.57
132.1,67.9,682632.0259,1023573.522,363577.264,507059.4688,248588.875,485400.9688,342471.125,507059.4688
73.4,126.6,3289745.219,4227090.706,5795579.856,7130804.688,1198001.313,2004578.938,5459138.813,7130804.688
67,133,37125827.45,27188405.18,64856967.82,61461316,13519828.15,12893336.85,61091935.42,61461316
,200,,,299953.8737,216271.8594,,,282541.1563,216271.8594
114.4,85.6,3654366.428,3659381.91,2830811.326,2644689.5,1330782.625,1735359,2666479,2644689.5
108.5,91.5,3782241.575,3822386.696,2983907.08,3441051.781,1377349.938,1812659.438,2810687.344,3441051.781
76.4,123.6,1669074849,1642670606,2623070745,2733128104,607814200.6,778990356.9,2470798034,2733128104
32.1,167.9,729114.1286,1260015.038,4878014.942,5154458.438,265515.9063,597526.7109,4594839.75,5154458.438
27.6,172.4,436683.8511,578141.9614,3255783.588,3035605.688,159023.8125,274167.5728,3066781.063,3035605.688
109.7,90.3,230979460.4,256509258.1,189684661.6,211808284.3,84114020.5,121642304.8,178673217.2,211808284.3
20.1,179.9,601519.6345,534954.6144,4556280.39,5677415.563,219050.7969,253687.1875,4291782.313,5677415.563
97.4,102.6,231048551.6,251745546,241691242.4,267269940.4,84139180.89,119383248.2,227660747.5,267269940.4
129.8,70.2,96956051.16,100131321.8,51972224.06,54757146.92,35307742.34,47484464.5,48955168.01,54757146.92
,200,,,308402.4828,361382.3438,,,290499.3125,361382.3438
45.5,154.5,354645303.5,367419789.8,1231542118,1221160369,129148463.1,174238506.6,1160049476,1221160369
67.8,132.2,52487045.01,40609779.47,92862434.6,87229589.72,19113805.06,19258046.31,87471647.97,87229589.72
64.9,135.1,190151.0299,255255.5759,365672.9196,575967.0625,69245.84375,121047.7813,344445.125,575967.0625
37.2,162.8,73156484.5,69691249.15,318071176.7,306790375.5,26640836.48,33049115.78,299606726,306790375.5
0.2,199.8,250888.129,208190.4096,209526911.1,194286500,91364.00781,98728.44922,197363598,194286500
124.8,75.2,2857501.523,3038334.554,1776796.502,,1040594.438,1440844.75,1673651.125,
129,71,26273231.01,24576347.66,13473624.13,14531746.5,9567721.25,11654642,12691462.5,14531746.5
27.9,172.1,2527727.828,3753700.989,17766487.93,20361663.81,920503.2773,1780087.172,16735119.91,20361663.81
25.1,174.9,739239.3616,714526.7209,5129858.777,5017126.938,269203.1348,338844.2109,4832063.719,5017126.938
200,,3051052.737,4286907.246,,,1111078.5,2032945.25,,
69.1,130.9,38734929.38,38930044.76,70380575.56,76722779.96,14105802.47,18461479.34,66294890.45,76722779.96
53.2,146.8,9310100.053,8069968.436,25547699.68,22445914.16,3390387.809,3826955.672,24064622.06,22445914.16
80,120,546169505.2,571758993.4,831029904.3,844516853.1,198894364.3,271140629.6,782787523.8,844516853.1
,200,,,4989971.413,5459145.25,,,4700297,5459145.25
197.4,2.6,22691812.26,27242393.81,914117.6474,118302.7422,8263503.422,12918939.44,861051.9141,118302.7422
169.8,30.2,4583969.696,3753068.539,793438.7919,683722.9375,1669309.125,1779787.25,747378.625,683722.9375
152.2,47.8,5181043.726,4891690.591,1347897.606,1855290.375,1886741,2319746.75,1269650.375,1855290.375
,,,,,,,,,
,200,,,1279750.449,1753994.5,,,1205459.25,1753994.5
97.6,102.4,800686.8614,640874.177,750120.2829,751972.125,291580,303916.5625,706574.8125,751972.125
155.5,44.5,7861233.016,7100511.557,2316203.143,1978770,2862765,3367218,2181744.5,1978770
155.2,44.8,32528540.14,26121853.08,8323595.958,8494901.625,11845669.25,12387554.5,7840400.25,8494901.625
150,50,11538116.49,12181864.68,4023955.577,3883998.75,4201747.484,5776906.875,3790359.656,3883998.75
,200,,,930433.3833,1006495.875,,,876420.5,1006495.875
76.7,123.3,371497.1783,209175.8314,474248.6327,423666.7813,135285.2813,99195.75781,446717.875,423666.7813
104.2,95.8,15074929.96,16587783.99,16660466.52,12709385.66,5489721.75,7866290.25,15693304.5,12709385.66
159,41,72680128.31,75519499.14,16870426.28,21648132.84,26467365.5,35812999.5,15891075.81,21648132.84
,200,,,3451351.036,3865248.563,,,3250995.563,3865248.563
58.8,141.2,14332320.87,14290662.68,32701165.87,36167675.38,5219291.486,6776945.043,30802820.13,36167675.38
,200,,,6848967.058,8484964.5,,,6451375.5,8484964.5
80.8,119.2,361763724.3,367038868.2,519213198.1,555722455.3,131740723.9,174057865.2,489072188.1,555722455.3
124.6,75.4,2113264.074,2408444.159,1310984.834,1424631,769571.1875,1142136.938,1234880.438,1424631
136.5,63.5,25499959.81,23442249.33,11014877.79,11735728.69,9286125,11116827.75,10375449.63,11735728.69
42.1,157.9,73797506.68,55108743.18,229366451.2,248725396.4,26874272.62,26133772.26,216051426.6,248725396.4
45.1,154.9,221962325,215517037.8,745671969.9,758427440.7,80830319.38,102202896.7,702384729.9,758427440.7
84.7,115.3,8578998.239,7924049.04,11468294.57,10985882.06,3124148.063,3757757.5,10802544.97,10985882.06
45.2,154.8,976158.4834,1135849.88,3755249.027,3454394.125,355480.1563,538644.875,3537251.875,3454394.125
85.5,114.5,215916693.3,227477246.7,283487092.2,310452825,78628728.01,107874689.5,267030293.1,310452825
71.2,128.8,16860243.52,16851547.52,30633668.02,30341095.28,6139865.711,7991372.688,28855343.25,30341095.28
